Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""1_Actions_AppSpecific/2_Content Studio/3_Publisher/2_Edit_Catalog/Click_OK for Catalog Edit""), [:], STOP_ON_FAILURE)",Chrome 88.0.4324.150,,,2021-02-11 17:58:13,2021-02-11 17:58:19,5.427s,PASSED
delay(5),Chrome 88.0.4324.150,,,2021-02-11 17:58:19,2021-02-11 17:58:24,5.007s,PASSED
"callTestCase(findTestCase(""1_Actions_AppSpecific/2_Content Studio/4_Author/Click_Catalog-Authoring""), [:], STOP_ON_FAILURE)",Chrome 88.0.4324.150,,,2021-02-11 17:58:24,2021-02-11 17:58:26,2.431s,PASSED
delay(5),Chrome 88.0.4324.150,,,2021-02-11 17:58:26,2021-02-11 17:58:31,5.005s,PASSED
"callTestCase(findTestCase(""1_Actions_AppSpecific/2_Content Studio/4_Author/Select_Catalog by Search""), [""catalogName"":genericFunctions.DataProcessing.readTestDataFromExcelFile(currentTestCaseID, ""CatalogName"")], STOP_ON_FAILURE)",Chrome 88.0.4324.150,,,2021-02-11 17:58:31,2021-02-11 17:58:37,6.322s,PASSED
"strLang = getText(findTestObject(""Object Repository/1_Actions_AppSpecific/2_Content Studio/4_Author/select_language-dropdown""))",Chrome 88.0.4324.150,,,2021-02-11 17:58:37,2021-02-11 17:58:37,0.127s,PASSED
"strCurr = getText(findTestObject(""1_Actions_AppSpecific/2_Content Studio/4_Author/table_td-currency""))",Chrome 88.0.4324.150,,,2021-02-11 17:58:37,2021-02-11 17:58:38,0.108s,PASSED
"strUOM = getText(findTestObject(""1_Actions_AppSpecific/2_Content Studio/4_Author/table_td-uom""))",Chrome 88.0.4324.150,,,2021-02-11 17:58:38,2021-02-11 17:58:38,0.113s,PASSED
"genericFunctions.Assertions.valueEqualityAssertion(strLang, genericFunctions.DataProcessing.readTestDataFromExcelFile(currentTestCaseID, ""Language2""), ""Expected and actual language string not equal"")",Chrome 88.0.4324.150,,,2021-02-11 17:58:38,2021-02-11 17:58:38,0.031s,PASSED
"genericFunctions.Assertions.valueEqualityAssertion(strUOM, genericFunctions.DataProcessing.readTestDataFromExcelFile(currentTestCaseID, ""UOM2""), ""Expected and actual UOM string not equal"")",Chrome 88.0.4324.150,,,2021-02-11 17:58:38,2021-02-11 17:58:38,0.023s,PASSED
"genericFunctions.Assertions.valueEqualityAssertion(strCurr, genericFunctions.DataProcessing.readTestDataFromExcelFile(currentTestCaseID, ""Currency2""), ""Expected and actual currency string not equal"")",Chrome 88.0.4324.150,,,2021-02-11 17:58:38,2021-02-11 17:58:38,0.019s,PASSED
Start listener action : sampleAfterTestCase,Chrome 88.0.4324.150,,,2021-02-11 17:58:38,2021-02-11 17:58:39,0.933s,PASSED
,,,,,,,
Test Cases/2_TestCases/2_Content Studio/Authoring/294452 - Importing PAF and Catalog Assets on new catalog,Chrome 88.0.4324.150,,,2021-02-11 17:58:39,2021-02-11 18:05:11,6m - 32.228s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 88.0.4324.150,,,2021-02-11 17:58:39,2021-02-11 17:58:44,4.928s,PASSED
"callTestCase(findTestCase(""1_Actions_AppSpecific/2_Content Studio/1_Action_Common/1_Login-Page/LoginToCS""), [""userEmail"":genericFunctions.DataProcessing.readTestDataFromExcelFile(currentTestCaseID, ""UserEmail""), ""Password"":genericFunctions.DataProcessing.readTestDataFromExcelFile(currentTestCaseID, ""Password"")], STOP_ON_FAILURE)",Chrome 88.0.4324.150,,,2021-02-11 17:58:44,2021-02-11 17:59:00,16.091s,PASSED
delay(5),Chrome 88.0.4324.150,,,2021-02-11 17:59:00,2021-02-11 17:59:05,5.013s,PASSED
"callTestCase(findTestCase(""1_Actions_AppSpecific/2_Content Studio/1_Action_Common/2_Company Selection/select_Company""), [""CompanyName"":genericFunctions.DataProcessing.readTestDataFromExcelFile(currentTestCaseID, ""CompanyName"")], STOP_ON_FAILURE)",Chrome 88.0.4324.150,,,2021-02-11 17:59:05,2021-02-11 17:59:15,10.188s,PASSED
delay(2),Chrome 88.0.4324.150,,,2021-02-11 17:59:15,2021-02-11 17:59:17,2.002s,PASSED
"callTestCase(findTestCase(""1_Actions_AppSpecific/2_Content Studio/3_Publisher/Click_Publisher""), [:], STOP_ON_FAILURE)",Chrome 88.0.4324.150,,,2021-02-11 17:59:17,2021-02-11 17:59:25,7.791s,PASSED
"callTestCase(findTestCase(""1_Actions_AppSpecific/2_Content Studio/3_Publisher/Catalog_Creation""), [:], STOP_ON_FAILURE)",Chrome 88.0.4324.150,,,2021-02-11 17:59:25,2021-02-11 17:59:55,30.010s,PASSED
delay(5),Chrome 88.0.4324.150,,,2021-02-11 17:59:55,2021-02-11 18:00:00,5.004s,PASSED
"callTestCase(findTestCase(""1_Actions_AppSpecific/2_Content Studio/4_Author/Click_Catalog-Authoring""), [:], STOP_ON_FAILURE)",Chrome 88.0.4324.150,,,2021-02-11 18:00:00,2021-02-11 18:00:02,2.357s,PASSED
delay(5),Chrome 88.0.4324.150,,,2021-02-11 18:00:02,2021-02-11 18:00:07,5.013s,PASSED
"callTestCase(findTestCase(""1_Actions_AppSpecific/2_Content Studio/4_Author/Select_Catalog by Search""), [""catalogName"":genericFunctions.DataProcessing.readTestDataFromExcelFile(currentTestCaseID, ""CatalogName"")], STOP_ON_FAILURE)",Chrome 88.0.4324.150,,,2021-02-11 18:00:07,2021-02-11 18:00:14,6.284s,PASSED
delay(5),Chrome 88.0.4324.150,,,2021-02-11 18:00:14,2021-02-11 18:00:19,5.012s,PASSED
"callTestCase(findTestCase(""1_Actions_AppSpecific/2_Content Studio/4_Author/Import_PAF""), [:], STOP_ON_FAILURE)",Chrome 88.0.4324.150,,,2021-02-11 18:00:19,2021-02-11 18:04:27,4m - 8.044s,PASSED
delay(5),Chrome 88.0.4324.150,,,2021-02-11 18:04:27,2021-02-11 18:04:32,5.016s,PASSED
"callTestCase(findTestCase(""1_Actions_AppSpecific/2_Content Studio/4_Author/Import_Catalog Assets""), [:], STOP_ON_FAILURE)",Chrome 88.0.4324.150,,,2021-02-11 18:04:32,2021-02-11 18:05:10,38.074s,PASSED
Start listener action : sampleAfterTestCase,Chrome 88.0.4324.150,,,2021-02-11 18:05:10,2021-02-11 18:05:11,1.244s,PASSED
,,,,,,,
Test Cases/2_TestCases/2_Content Studio/Authoring/393610 - To generate Release Note for Base Version of a catalog,Chrome 88.0.4324.150,,,2021-02-11 18:05:11,2021-02-11 18:12:35,7m - 23.771s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 88.0.4324.150,,,2021-02-11 18:05:11,2021-02-11 18:05:18,6.949s,PASSED
"callTestCase(findTestCase(""1_Actions_AppSpecific/2_Content Studio/1_Action_Common/1_Login-Page/LoginToCS""), [""userEmail"":genericFunctions.DataProcessing.readTestDataFromExcelFile(currentTestCaseID, ""UserEmail""), ""Password"":genericFunctions.DataProcessing.readTestDataFromExcelFile(currentTestCaseID, ""Password"")], STOP_ON_FAILURE)",Chrome 88.0.4324.150,,,2021-02-11 18:05:18,2021-02-11 18:05:51,33.196s,PASSED
delay(5),Chrome 88.0.4324.150,,,2021-02-11 18:05:51,2021-02-11 18:05:56,5.008s,PASSED
"callTestCase(findTestCase(""1_Actions_AppSpecific/2_Content Studio/1_Action_Common/2_Company Selection/select_Company""), [""CompanyName"":genericFunctions.DataProcessing.readTestDataFromExcelFile(currentTestCaseID, ""CompanyName"")], STOP_ON_FAILURE)",Chrome 88.0.4324.150,,,2021-02-11 18:05:56,2021-02-11 18:06:06,10.202s,PASSED
delay(2),Chrome 88.0.4324.150,,,2021-02-11 18:06:06,2021-02-11 18:06:08,2.001s,PASSED
"callTestCase(findTestCase(""1_Actions_AppSpecific/2_Content Studio/3_Publisher/Click_Publisher""), [:], STOP_ON_FAILURE)",Chrome 88.0.4324.150,,,2021-02-11 18:06:08,2021-02-11 18:06:16,7.822s,PASSED
"callTestCase(findTestCase(""1_Actions_AppSpecific/2_Content Studio/3_Publisher/Catalog_Creation""), [:], STOP_ON_FAILURE)",Chrome 88.0.4324.150,,,2021-02-11 18:06:16,2021-02-11 18:06:46,29.928s,PASSED
delay(5),Chrome 88.0.4324.150,,,2021-02-11 18:06:46,2021-02-11 18:06:51,5.015s,PASSED
"callTestCase(findTestCase(""1_Actions_AppSpecific/2_Content Studio/4_Author/Click_Catalog-Authoring""), [:], STOP_ON_FAILURE)",Chrome 88.0.4324.150,,,2021-02-11 18:06:51,2021-02-11 18:06:54,2.366s,PASSED
delay(5),Chrome 88.0.4324.150,,,2021-02-11 18:06:54,2021-02-11 18:06:59,5.012s,PASSED
"callTestCase(findTestCase(""1_Actions_AppSpecific/2_Content Studio/4_Author/Select_Catalog by Search""), [""catalogName"":genericFunctions.DataProcessing.readTestDataFromExcelFile(currentTestCaseID, ""CatalogName"")], STOP_ON_FAILURE)",Chrome 88.0.4324.150,,,2021-02-11 18:06:59,2021-02-11 18:07:05,6.794s,PASSED
delay(5),Chrome 88.0.4324.150,,,2021-02-11 18:07:05,2021-02-11 18:07:10,5.007s,PASSED
"callTestCase(findTestCase(""1_Actions_AppSpecific/2_Content Studio/4_Author/Import_PAF""), [:], STOP_ON_FAILURE)",Chrome 88.0.4324.150,,,2021-02-11 18:07:10,2021-02-11 18:11:18,4m - 7.853s,PASSED
delay(5),Chrome 88.0.4324.150,,,2021-02-11 18:11:18,2021-02-11 18:11:23,5.001s,PASSED
"callTestCase(findTestCase(""1_Actions_AppSpecific/2_Content Studio/4_Author/Import_Catalog Assets""), [:], STOP_ON_FAILURE)",Chrome 88.0.4324.150,,,2021-02-11 18:11:23,2021-02-11 18:12:01,37.965s,PASSED
delay(5),Chrome 88.0.4324.150,,,2021-02-11 18:12:01,2021-02-11 18:12:06,5.013s,PASSED
"callTestCase(findTestCase(""1_Actions_AppSpecific/2_Content Studio/4_Author/Click_Release_Note""), [:], STOP_ON_FAILURE)",Chrome 88.0.4324.150,,,2021-02-11 18:12:06,2021-02-11 18:12:10,3.525s,PASSED
delay(5),Chrome 88.0.4324.150,,,2021-02-11 18:12:10,2021-02-11 18:12:15,5.003s,PASSED
"callTestCase(findTestCase(""1_Actions_AppSpecific/2_Content Studio/4_Author/Generate_Release_Note""), [:], STOP_ON_FAILURE)",Chrome 88.0.4324.150,,,2021-02-11 18:12:15,2021-02-11 18:12:21,6.765s,PASSED
delay(10),Chrome 88.0.4324.150,,,2021-02-11 18:12:21,2021-02-11 18:12:32,10.013s,PASSED
formatter = new java.text.SimpleDateFormat(M/dd/yyyy),Chrome 88.0.4324.150,,,2021-02-11 18:12:32,2021-02-11 18:12:32,0.000s,PASSED
date = new java.util.Date(),Chrome 88.0.4324.150,,,2021-02-11 18:12:32,2021-02-11 18:12:32,0.001s,PASSED
currentDate = formatter.format(date),Chrome 88.0.4324.150,,,2021-02-11 18:12:32,2021-02-11 18:12:32,0.000s,PASSED
"strVer = getText(findTestObject(""1_Actions_AppSpecific/2_Content Studio/4_Author/subtitle_Version""))",Chrome 88.0.4324.150,,,2021-02-11 18:12:32,2021-02-11 18:12:33,1.473s,PASSED
"strDate = getText(findTestObject(""1_Actions_AppSpecific/2_Content Studio/4_Author/subtitle_Published_Date""))",Chrome 88.0.4324.150,,,2021-02-11 18:12:33,2021-02-11 18:12:33,0.250s,PASSED
"strnote = getText(findTestObject(""1_Actions_AppSpecific/2_Content Studio/4_Author/subtitle_Release_Note""))",Chrome 88.0.4324.150,,,2021-02-11 18:12:33,2021-02-11 18:12:33,0.159s,PASSED
"genericFunctions.Assertions.valueEqualityAssertion(strVer, genericFunctions.DataProcessing.readTestDataFromExcelFile(currentTestCaseID, ""VersionText""), ""Expected and actual Version Text string not equal"")",Chrome 88.0.4324.150,,,2021-02-11 18:12:33,2021-02-11 18:12:33,0.025s,PASSED
"genericFunctions.Assertions.valueEqualityAssertion(strDate, currentDate, ""Expected and actual Published Date string not equal"")",Chrome 88.0.4324.150,,,2021-02-11 18:12:33,2021-02-11 18:12:33,0.000s,PASSED
"genericFunctions.Assertions.valueEqualityAssertion(strnote, genericFunctions.DataProcessing.readTestDataFromExcelFile(currentTestCaseID, ""Release Note""), ""Expected and actual currency string not equal"")",Chrome 88.0.4324.150,,,2021-02-11 18:12:33,2021-02-11 18:12:33,0.018s,PASSED
Start listener action : sampleAfterTestCase,Chrome 88.0.4324.150,,,2021-02-11 18:12:33,2021-02-11 18:12:35,1.240s,PASSED
